"rgn_id","commodity","product","year","gapfill"
5,"Ornamental fish nei","ornamentals",1984,"none"
5,"Ornamental fish nei","ornamentals",1985,"none"
5,"Ornamental fish nei","ornamentals",1986,"none"
5,"Ornamental fish nei","ornamentals",1987,"none"
5,"Ornamental fish nei","ornamentals",1988,"none"
5,"Ornamental fish nei","ornamentals",1989,"none"
5,"Ornamental fish nei","ornamentals",1990,"none"
5,"Ornamental fish nei","ornamentals",1991,"none"
5,"Ornamental fish nei","ornamentals",1992,"none"
5,"Ornamental fish nei","ornamentals",1993,"none"
5,"Ornamental fish nei","ornamentals",1994,"none"
5,"Ornamental fish nei","ornamentals",1995,"none"
5,"Ornamental fish nei","ornamentals",1996,"none"
5,"Ornamental fish nei","ornamentals",1997,"none"
5,"Ornamental fish nei","ornamentals",1998,"none"
5,"Ornamental fish nei","ornamentals",1999,"none"
5,"Ornamental fish nei","ornamentals",2000,"none"
5,"Ornamental fish nei","ornamentals",2001,"none"
5,"Ornamental fish nei","ornamentals",2002,"none"
5,"Ornamental fish nei","ornamentals",2003,"none"
5,"Ornamental fish nei","ornamentals",2004,"none"
5,"Ornamental fish nei","ornamentals",2005,"none"
5,"Ornamental fish nei","ornamentals",2006,"none"
5,"Ornamental fish nei","ornamentals",2007,"none"
5,"Ornamental fish nei","ornamentals",2008,"none"
5,"Ornamental fish nei","ornamentals",2009,"none"
5,"Ornamental fish nei","ornamentals",2010,"none"
5,"Ornamental fish nei","ornamentals",2011,"none"
5,"Ornamental fish nei","ornamentals",2012,"none"
5,"Ornamental fish nei","ornamentals",2013,"none"
5,"Ornamental fish nei","ornamentals",2014,"none"
5,"Ornamental fish nei","ornamentals",2015,"none"
5,"Ornamental fish nei","ornamentals",2016,"none"
5,"Ornamental fish nei","ornamentals",2017,"r3_u_gl"
5,"Ornamental saltwater fish","ornamentals",2014,"none"
5,"Ornamental saltwater fish","ornamentals",2015,"none"
5,"Ornamental saltwater fish","ornamentals",2016,"none"
5,"Ornamental saltwater fish","ornamentals",2017,"none"
5,"Miscellaneous corals and shells","shells",2001,"none"
5,"Miscellaneous corals and shells","shells",2002,"none"
5,"Miscellaneous corals and shells","shells",2003,"none"
5,"Miscellaneous corals and shells","shells",2004,"none"
5,"Miscellaneous corals and shells","shells",2005,"none"
5,"Miscellaneous corals and shells","shells",2006,"none"
5,"Miscellaneous corals and shells","shells",2007,"none"
5,"Miscellaneous corals and shells","shells",2008,"none"
5,"Miscellaneous corals and shells","shells",2009,"none"
5,"Miscellaneous corals and shells","shells",2010,"none"
5,"Miscellaneous corals and shells","shells",2011,"none"
5,"Miscellaneous corals and shells","shells",2012,"none"
5,"Miscellaneous corals and shells","shells",2013,"none"
5,"Miscellaneous corals and shells","shells",2014,"none"
5,"Miscellaneous corals and shells","shells",2015,"none"
5,"Miscellaneous corals and shells","shells",2016,"none"
5,"Miscellaneous corals and shells","shells",2017,"none"
5,"Trochus shells","shells",1999,"none"
5,"Trochus shells","shells",2000,"none"
5,"Trochus shells","shells",2001,"none"
5,"Trochus shells","shells",2002,"none"
5,"Trochus shells","shells",2003,"none"
5,"Trochus shells","shells",2004,"none"
5,"Trochus shells","shells",2005,"none"
5,"Trochus shells","shells",2006,"none"
5,"Trochus shells","shells",2007,"none"
5,"Trochus shells","shells",2008,"none"
5,"Trochus shells","shells",2009,"none"
5,"Trochus shells","shells",2010,"none"
5,"Trochus shells","shells",2011,"none"
5,"Trochus shells","shells",2012,"none"
5,"Trochus shells","shells",2013,"none"
5,"Trochus shells","shells",2014,"none"
5,"Trochus shells","shells",2015,"none"
5,"Trochus shells","shells",2016,"none"
5,"Trochus shells","shells",2017,"none"
6,"Coral and the like","corals",1998,"none"
6,"Coral and the like","corals",1999,"none"
6,"Coral and the like","corals",2000,"none"
6,"Coral and the like","corals",2001,"none"
6,"Coral and the like","corals",2002,"none"
6,"Coral and the like","corals",2003,"none"
6,"Coral and the like","corals",2004,"none"
6,"Coral and the like","corals",2005,"none"
6,"Coral and the like","corals",2006,"none"
6,"Coral and the like","corals",2007,"none"
6,"Coral and the like","corals",2008,"none"
6,"Coral and the like","corals",2009,"none"
6,"Coral and the like","corals",2010,"none"
6,"Coral and the like","corals",2011,"none"
6,"Coral and the like","corals",2012,"none"
6,"Coral and the like","corals",2013,"none"
6,"Coral and the like","corals",2014,"none"
6,"Coral and the like","corals",2015,"none"
6,"Coral and the like","corals",2016,"none"
6,"Coral and the like","corals",2017,"r3_u_gl"
6,"Ornamental fish nei","ornamentals",2003,"none"
6,"Ornamental fish nei","ornamentals",2004,"none"
6,"Ornamental fish nei","ornamentals",2005,"none"
6,"Ornamental fish nei","ornamentals",2006,"none"
6,"Ornamental fish nei","ornamentals",2007,"none"
6,"Ornamental fish nei","ornamentals",2008,"none"
6,"Ornamental fish nei","ornamentals",2009,"none"
6,"Ornamental fish nei","ornamentals",2010,"none"
6,"Ornamental fish nei","ornamentals",2011,"none"
6,"Ornamental fish nei","ornamentals",2012,"none"
6,"Ornamental fish nei","ornamentals",2013,"none"
6,"Ornamental fish nei","ornamentals",2014,"none"
6,"Ornamental fish nei","ornamentals",2015,"none"
6,"Ornamental fish nei","ornamentals",2016,"none"
6,"Ornamental fish nei","ornamentals",2017,"r3_u_gl"
6,"Ornamental saltwater fish","ornamentals",2004,"none"
6,"Ornamental saltwater fish","ornamentals",2005,"none"
6,"Ornamental saltwater fish","ornamentals",2006,"none"
6,"Ornamental saltwater fish","ornamentals",2007,"none"
6,"Ornamental saltwater fish","ornamentals",2008,"none"
6,"Ornamental saltwater fish","ornamentals",2009,"none"
6,"Ornamental saltwater fish","ornamentals",2010,"none"
6,"Ornamental saltwater fish","ornamentals",2011,"none"
6,"Ornamental saltwater fish","ornamentals",2012,"none"
6,"Ornamental saltwater fish","ornamentals",2013,"none"
6,"Ornamental saltwater fish","ornamentals",2014,"none"
6,"Ornamental saltwater fish","ornamentals",2015,"none"
6,"Ornamental saltwater fish","ornamentals",2016,"none"
6,"Ornamental saltwater fish","ornamentals",2017,"none"
6,"Miscellaneous corals and shells","shells",2001,"none"
6,"Miscellaneous corals and shells","shells",2002,"none"
6,"Miscellaneous corals and shells","shells",2003,"none"
6,"Miscellaneous corals and shells","shells",2004,"none"
6,"Miscellaneous corals and shells","shells",2005,"none"
6,"Miscellaneous corals and shells","shells",2006,"none"
6,"Miscellaneous corals and shells","shells",2007,"none"
6,"Miscellaneous corals and shells","shells",2008,"none"
6,"Miscellaneous corals and shells","shells",2009,"none"
6,"Miscellaneous corals and shells","shells",2010,"none"
6,"Miscellaneous corals and shells","shells",2011,"none"
